Reference No.,Tendering Procedure,Title or Scope,Contractor(s) and Address(es),Item/Quantity,Awarded Amount,Date Awarded,Source_File,Year,Source_Month,Source_URL
Q080058,Selective,Provision of Comprehensive Maintenance Services for Lifts and Escalators at World-Wide House,"TK Elevator Hong Kong Limited31/F, Enterprise Square ThreeNo. 39 Wang Chiu RoadKowloon Bay, KowloonHong Kong",1 Job,Not Disclosed,18 Jun 2021,MTR_Tender_Jun21_table1.csv,2021,Jun21,https://www.mtr.com.hk/en/corporate/tenders/Jun21.html
Q082388,Selective,Supply of Leather Uniform Shoes for Managed and Investment Properties,"Ho & Fung International LimitedRoom 607, Yen Sheng Centre64 Hoi Yuen RoadKwun Tong, KowloonHong Kong",5 Years,Not Disclosed,2 Jun 2021,MTR_Tender_Jun21_table1.csv,2021,Jun21,https://www.mtr.com.hk/en/corporate/tenders/Jun21.html
Q082541,Selective,Provision of EMU Components Washing Facilities Rental Service at MTR Depots,"Global Kleen HK Ltd.8 Kai Fong YuenPing Che, FanlingNew TerritoriesHong Kong",1 Year,"HK$2,953,179",25 Jun 2021,MTR_Tender_Jun21_table1.csv,2021,Jun21,https://www.mtr.com.hk/en/corporate/tenders/Jun21.html
C8736-20E (Packages A & B),Selective,Replacement of Station Lighting with LED Technology (Packages A & B),"KML Engineering LimitedB12, G/FShatin Industrial CentreSiu Lek Yuen RoadShatin, New TerritoriesHong Kong",Not Applicable,"HK$87,111,748.8",28 Sep 2021,MTR_Tender_Sep21_table1.csv,2021,Sep21,https://www.mtr.com.hk/en/corporate/tenders/Sep21.html
M1160-17E,Selective,Maintenance Services for Public Address Systems at TKL and MOL,"Siemens Limited10/F, Tower BManulife Financial Centre223-231 Wai Yip StreetKwun Tong, KowloonHong Kong",Not Applicable,"HK$2,700,009",14 Sep 2021,MTR_Tender_Sep21_table1.csv,2021,Sep21,https://www.mtr.com.hk/en/corporate/tenders/Sep21.html
M1233-21E,Selective,Maintenance Services for Station Communication Systems in WIL and KTE,"CLPe Solutions Limited36/F, Asia Trade Centre79 Lei Muk RoadKwai Chung, New TerritoriesHong Kong",Not Applicable,"HK$8,020,800",28 Sep 2021,MTR_Tender_Sep21_table1.csv,2021,Sep21,https://www.mtr.com.hk/en/corporate/tenders/Sep21.html
Q083079,Selective,Provision of Non-Destructive Testing (NDT) and Weld Improvement Service for M-train Carbody and Bogie,"Kum Shing Engineering Company LimitedUG/F, Unit 8Newport Centre Phase II116 Ma Tau Kok RoadTokwawan, KowloonHong Kong",1 Job,"HK$2,435,496",8 Sep 2021,MTR_Tender_Sep21_table1.csv,2021,Sep21,https://www.mtr.com.hk/en/corporate/tenders/Sep21.html
Q083941,Selective,Provision of Preparation Works for Certificate of Roadworthiness (COR) Examination of MTR Buses,"Wah Kee Auto Body Works Company LimitedFlat/Room 803, 8/FKin Wing Industrial Building33 Kin Wing StreetTuen Mun, New TerritoriesHong Kong",1 Job,"HK$6,800,000",15 Sep 2021,MTR_Tender_Sep21_table1.csv,2021,Sep21,https://www.mtr.com.hk/en/corporate/tenders/Sep21.html
Q085488,Limited*,Supply of EMV and URPX Readers for Automatic Fare Collection Gates and Ticket Issuing Machines,"Octopus Cards Limited46/F, Manhattan Place23 Wang Tai RoadKowloon Bay, KowloonHong Kong",3 Items,"HK$9,796,200",6 Sep 2021,MTR_Tender_Sep21_table1.csv,2021,Sep21,https://www.mtr.com.hk/en/corporate/tenders/Sep21.html
C3871-20E,Limited*,Provision of Trainborne Signalling System for Q-train,"ALSTOM Hong Kong LimitedUnit 1011-12, 10/FNew Kowloon Plaza38 Tai Kok Tsui RoadTai Kok Tsui, KowloonHong Kong",Not Applicable,"HK$126,098,872.04",5 Jan 2021,MTR_Tender_Jan21_table1.csv,2021,Jan21,https://www.mtr.com.hk/en/corporate/tenders/Jan21.html
Q078039,Selective,Supply of Staff Uniform for Managed and Investment Properties,"Angie International LimitedFlat E2, 12/F, Phase 2Hang Fung Industrial BuildingNo. 2G Hok Yuen StreetKowloonHong Kong",1 Year,Not Disclosed,29 Jan 2021,MTR_Tender_Jan21_table1.csv,2021,Jan21,https://www.mtr.com.hk/en/corporate/tenders/Jan21.html
1632,Selective,Ground Investigation for Northern Link (South),"Tysan Foundation Limited20/F, One Island South2 Heung Yip RoadWong Chuk HangHong Kong",Not Applicable,"HK$74,434,000",05 Oct 2021,MTR_Tender_Oct21_table1.csv,2021,Oct21,https://www.mtr.com.hk/en/corporate/tenders/Oct21.html
1732,Selective,Cable Bridges and Associated Civil Works for Cable Diversion,"Paul Y. - CRCCI Joint Venture11/F, Paul Y. Centre,51 Hung To Road,Kwun Tong, KowloonHong Kong",1 Job,"HK$81,800,000",05 Oct 2021,MTR_Tender_Oct21_table1.csv,2021,Oct21,https://www.mtr.com.hk/en/corporate/tenders/Oct21.html
1741,Selective,Cable Diversion and Transformer Procurement for Enabling Siu Ho Wan Depot Property Development,"CLPe Solutions Limited36/F, Asia Trade Centre79 Lei Muk RoadKwai Chung, New TerritoriesHong Kong",1 Job,"HK$83,647,970",05 Oct 2021,MTR_Tender_Oct21_table1.csv,2021,Oct21,https://www.mtr.com.hk/en/corporate/tenders/Oct21.html
K3312-20C,Selective,Light Rail Rail Replacement Works,"China Railway First Group Co., Ltd. and Hing Fu Engineering Company Limited Joint VentureRoom 1108, Lippo Sun Plaza28 Canton RoadTsim Sha Tsui, KowloonHong Kong",Not Applicable,"HK$99,000,000",06 Oct 2021,MTR_Tender_Oct21_table1.csv,2021,Oct21,https://www.mtr.com.hk/en/corporate/tenders/Oct21.html
Q083701,Selective,Supply of Diesel Vans,"Universal Automobile Company Limited33 Kam Pok Road, Tai Sang Wai, Tai YuenYuen Long, New TerritoriesHong Kong",24 Units,"HK$7,266,061",08 Oct 2021,MTR_Tender_Oct21_table1.csv,2021,Oct21,https://www.mtr.com.hk/en/corporate/tenders/Oct21.html
Q083702,Selective,Supply of 5.5 Ton Diesel Lorries,"Universal Cars Limited33 Kam Pok Road, Tai Sang Wai, Tai YuenYuen Long, New TerritoriesHong Kong",10 Units,"HK$5,265,577.5",11 Oct 2021,MTR_Tender_Oct21_table1.csv,2021,Oct21,https://www.mtr.com.hk/en/corporate/tenders/Oct21.html
Q084822,Selective,Supply of 999.9 Gold Medallion for Long Service Awards,"Chow Sang Sang Corporate Gift LtdUnit A4, 8/F, Block AHong Kong Industrial Centre489-491 Castle Peak RoadKowloonHong Kong",3 Years,"HK$51,241,766.45",06 Oct 2021,MTR_Tender_Oct21_table1.csv,2021,Oct21,https://www.mtr.com.hk/en/corporate/tenders/Oct21.html
Q084999,Limited*,C8903 - Supply of Digital Alpha Machine Emulation Software,Stromasys SAAv. Louis-Casai 841216 Cointrin-GenevaSwitzerland,1 Item,"HK$7,285,300",11 Oct 2021,MTR_Tender_Oct21_table1.csv,2021,Oct21,https://www.mtr.com.hk/en/corporate/tenders/Oct21.html
1630,Selective,Ground Investigation for Kwu Tung Station for Northern Link,"Fugro Geotechnical Services LimitedUnits 6, 8-11, 10/FWorldwide Industrial Centre43-47 Shan Mei StreetFo Tan, Shatin, New Territories, Hong Kong",Not Applicable,"HK$24,113,888",14 Apr 2021,MTR_Tender_Apr21_table1.csv,2021,Apr21,https://www.mtr.com.hk/en/corporate/tenders/Apr21.html
C5616-20E,Selective,"Refurbishment and Replacement of AHU and PAU in TWL, KTL, ISL, AEL, TCL, DRL, TKL and ERL","KML Engineering LimitedB12, G/FShatin Industrial CentreSiu Lek Yuen RoadShatin, New TerritoriesHong Kong",Not Applicable,"HK$24,538,315",1 Apr 2021,MTR_Tender_Apr21_table1.csv,2021,Apr21,https://www.mtr.com.hk/en/corporate/tenders/Apr21.html
Q066397,Selective,Plant and Equipment for HTD Workshop - ACU Test Panel,"Associated Engineers, Limited23/F., Stelux House698 Prince Edward Road EastSan Po Kong, KowloonHong Kong",1 Unit,"HK$495,000",30 Apr 2021,MTR_Tender_Apr21_table1.csv,2021,Apr21,https://www.mtr.com.hk/en/corporate/tenders/Apr21.html
Q074946,Selective,Provision of Dynamic Route Map for TCL Trains,"ITOCHU Hong Kong Limited28/F, United Centre95 QueenswayHong Kong",1 Job,"HK$8,990,600",19 Apr 2021,MTR_Tender_Apr21_table1.csv,2021,Apr21,https://www.mtr.com.hk/en/corporate/tenders/Apr21.html
Q078161,Selective,Provision of Wireless Data Transmission and Monitoring Platform for East Rail Line Passenger Trains,Roctec Technology LimitedRoom 1502-1504Kodak House II321 Java RoadNorth PointHong Kong,1 Job,"HK$1,368,000",7 Apr 2021,MTR_Tender_Apr21_table1.csv,2021,Apr21,https://www.mtr.com.hk/en/corporate/tenders/Apr21.html
Q079657,Selective,Provision of Comprehensive Cleaning Services for Designated MTR Malls,"E & K Cleaning Services LimitedUnit 3505, 35/FKing Palace PlazaNo. 52A Sha Tsui RoadTsuen Wan, New TerritoriesHong Kong",3 Years,Not Disclosed,26 Apr 2021,MTR_Tender_Apr21_table1.csv,2021,Apr21,https://www.mtr.com.hk/en/corporate/tenders/Apr21.html
Q081455,Limited*,K3049 - New Light Rail Ticketing Enhancement of Octopus App and Systems - LRT Tap-In/Tap-Out via Octopus App,"Octopus Cards Limited46/F, Manhattan Place23 Wang Tai RoadKowloon Bay, KowloonHong Kong",1 Job,"HK$8,090,000",9 Apr 2021,MTR_Tender_Apr21_table1.csv,2021,Apr21,https://www.mtr.com.hk/en/corporate/tenders/Apr21.html
T0963-20C,Selective,Provision of Term Workers for Infrastructure Maintenance Works,"Hop Yuen Construction Company2/F, Hop Yuen Centre171 Queen's Road CentralHong Kong",Not Applicable,Not Disclosed,14 Apr 2021,MTR_Tender_Apr21_table1.csv,2021,Apr21,https://www.mtr.com.hk/en/corporate/tenders/Apr21.html
11260,Selective,Extension of Heavy Repair Workshop at HTD,"UBC-EEB-Vaford Joint Venture10/F, Sui Ying Industrial Building1 Yuk Yat StreetTo Kwa Wan, KowloonHong Kong",Not Applicable,"HK$56,430,380",7 May 2021,MTR_Tender_May21_table1.csv,2021,May21,https://www.mtr.com.hk/en/corporate/tenders/May21.html
1631,Selective,Ground Investigation for Northern Link (North),"Lam Geotechnics Limited19/F, Remex Centre42 Wong Chuk Hang RoadHong Kong",Not Applicable,"HK$74,974,000",4 May 2021,MTR_Tender_May21_table1.csv,2021,May21,https://www.mtr.com.hk/en/corporate/tenders/May21.html
C3435-20E,Selective,"Replacement of TETRA Radio Amplifier System in ISL, TWL, KTL, TKL and A&T Lines","BAI Communications LimitedUnit Nos. 2101-5, 21/F6 Shing Yip StreetKwun Tong, KowloonHong Kong",Not Applicable,"HK$11,820,000",31 May 2021,MTR_Tender_May21_table1.csv,2021,May21,https://www.mtr.com.hk/en/corporate/tenders/May21.html
Q078566,Selective,Provision of Station Assistant Service for Various Projects,"1) International Wing Shing Security Management Limited1/F, Hang Seng Castle Peak Road Building339 Castle Peak RoadCheung Sha Wan, KowloonHong Kong2) Synergis Management Services Limited8/F, KT336334-336 Kwun Tong RoadKwun Tong, KowloonHong Kong",2 Years,"HK$42,456,373.5* Provisional Contract Sum",7 May 2021,MTR_Tender_May21_table1.csv,2021,May21,https://www.mtr.com.hk/en/corporate/tenders/May21.html
Q079657,Selective,Provision of Comprehensive Cleaning Services for Designated MTR Malls,"Pollution & Protection Services LimitedUnit A, 12/F, Tower ACapital TowerNo. 38 Wai Yip StreetKowloon Bay, KowloonHong Kong",3 Years,Not Disclosed,4 May 2021,MTR_Tender_May21_table1.csv,2021,May21,https://www.mtr.com.hk/en/corporate/tenders/May21.html
Q082960,Selective,"Sale of Used Rails, Wheels and the Associated Miscellaneous Items","Advance Prosperity Engineering LimitedFlat 1501, Millennium City 5418 Kwun Tong RoadKwun Tong, KowloonHong Kong",1 Year,Not Disclosed,6 May 2021,MTR_Tender_May21_table1.csv,2021,May21,https://www.mtr.com.hk/en/corporate/tenders/May21.html
Q082888,Selective,Supply of Cleaning Robots to Various MTR Stations,"Innovation Team Company LimitedUnit F, 6/FWing Wah Industrial Building137-143 Yeung Uk RoadTsuen Wan, New TerritoriesHong Kong",1 Job,"HK$16,195,800",26 Jul 2021,MTR_Tender_Jul21_table1.csv,2021,Jul21,https://www.mtr.com.hk/en/corporate/tenders/Jul21.html
Q084363,Selective,Provision of Maintenance Services for Catering Equipment,"Radnor LimitedUnit 2A, 1/FWah Shing Centre11-13 Shing Yip StreetKwun Tong, KowloonHong Kong",3 Years,"HK$5,160,699",6 Jul 2021,MTR_Tender_Jul21_table1.csv,2021,Jul21,https://www.mtr.com.hk/en/corporate/tenders/Jul21.html
K2297.B-20C,Selective,Replacement of Platform Awnings at EAL Stations (Stage 1),"Kum Shing (K.F.) Construction Company LimitedG/F, 28 Tsun Fat StreetTo Kwa Wan, KowloonHong Kong",Not Applicable,"HK$22,286,422",4 Feb 2021,MTR_Tender_Feb21_table1.csv,2021,Feb21,https://www.mtr.com.hk/en/corporate/tenders/Feb21.html
K3025-20C,Selective,Integrated Entrance and Enhancement of Vertical Link between Platforms 2 & 3 in TAW,"Goldfield N & W Construction Company Limited2/F, Air Goal Cargo Building330 Kwun Tong RoadKwun Tong, KowloonHong Kong",Not Applicable,"HK$125,152,820",3 Feb 2021,MTR_Tender_Feb21_table1.csv,2021,Feb21,https://www.mtr.com.hk/en/corporate/tenders/Feb21.html
Q075525,Selective,Supply of Two Units of Aerial Work Platform-mounted Wagons,"Tekway Engineering & Consulting Company LimitedUnit 701, 7/F, Tower 2Silvercord30 Canton RoadTsim Sha Tsui, KowloonHong Kong",2 Units,"HK$15,880,633.6",26 Feb 2021,MTR_Tender_Feb21_table1.csv,2021,Feb21,https://www.mtr.com.hk/en/corporate/tenders/Feb21.html
Q077512,Selective,Construction of Activity Green and Associated Works at LOHAS Park,"Excel Engineering Company Limited155 Waterloo RoadKowloon Tong, KowloonHong Kong",Not Applicable,"HK$128,862,325",8 Feb 2021,MTR_Tender_Feb21_table1.csv,2021,Feb21,https://www.mtr.com.hk/en/corporate/tenders/Feb21.html
Q080256,Selective,"Supply, Installation and Delivery of Office Workstation (Package A)","Chung Wah Steel Furniture Factory Co., LtdOffice A, 7/FChinaweal Centre414-424 Jaffe RoadWan ChaiHong Kong",2 Years,"HK$1,215,047",26 Feb 2021,MTR_Tender_Feb21_table1.csv,2021,Feb21,https://www.mtr.com.hk/en/corporate/tenders/Feb21.html
Q081477,Selective,"Term Contract for Supply, Installation and Maintenance of Signage Materials - Package A","All-Way Engineering & Production Company LimitedFlat E, 12/FKingsford Industrial Building Phase 226-32 Kwai Hei StreetKwai Chung, New TerritoriesHong Kong",2 Years,Not Disclosed,1 Mar 2022,MTR_Tender_Mar22_table1.csv,2022,Mar22,https://www.mtr.com.hk/en/corporate/tenders/Mar22.html
Q082577,Selective,Supply of Power Transformer for Power Supply System in MTR,"ABB Power Grids Hong Kong LimitedUnits 917-918, 9/FDelta House3 On Yiu StreetShek Mun, New TerritoriesHong Kong",1 Job,"HK$3,180,000",24 Mar 2022,MTR_Tender_Mar22_table1.csv,2022,Mar22,https://www.mtr.com.hk/en/corporate/tenders/Mar22.html
Q085859,Selective,Provision of Sales and Operation Services for MTR e-Store,"bigboXX.com LimitedNo. 7-13, Kwai Tak StreetKwai Chung, New TerritoriesHong Kong",1 Job,Not Disclosed,16 Mar 2022,MTR_Tender_Mar22_table1.csv,2022,Mar22,https://www.mtr.com.hk/en/corporate/tenders/Mar22.html
Q085870,Open,K0766 - Replacement of Derailment Detectors in Selected Stations of Tuen Ma Line,"USC Power LimitedB4, 6/FFortune Industrial Building,40 Lee Chung Street,Chai WanHong Kong",1 Job,"HK$4,868,250",18 Mar 2022,MTR_Tender_Mar22_table1.csv,2022,Mar22,https://www.mtr.com.hk/en/corporate/tenders/Mar22.html
Q086628,Selective,Supply of Staff Uniform for MTRCL Managed and Investment Properties,"Angie International LimitedRoom 03, 11/FHilder Centre2 Sung Ping StreetHung Hom, KowloonHong Kong",3 Years,Not Disclosed,4 Mar 2022,MTR_Tender_Mar22_table1.csv,2022,Mar22,https://www.mtr.com.hk/en/corporate/tenders/Mar22.html
Q086862,Selective,Supply of Electric Vehicles (Private Car),"Tesla Motors HK LimitedFlat 01-08, 11/F, KITEC1 Trademart DriveKowloon Bay, KowloonHong Kong",1 Year,Not Disclosed,21 Mar 2022,MTR_Tender_Mar22_table1.csv,2022,Mar22,https://www.mtr.com.hk/en/corporate/tenders/Mar22.html
1286,Limited*,Further Advance Works for Contract 1252 Signalling Works for A&T and Lantau Projects,"Alstom Hong Kong LimitedUnit 1011-12, 10/FNew Kowloon Plaza38 Tai Kok Tsui RoadKowloonHong Kong",Not Applicable,"EUR€ 29,251,518 and HK$14,634,278.60",20 Oct 2022,MTR_Tender_Oct22_table1.csv,2022,Oct22,https://www.mtr.com.hk/en/corporate/tenders/Oct22.html
Q086105,Selective,Provision of Call Centre Services for MTR Mobile,"HKT Teleservices International Limited13/F, 9 Po Lun StreetLai Chi Kok, KowloonHong Kong",3 Years,Not Disclosed,3 Oct 2022,MTR_Tender_Oct22_table1.csv,2022,Oct22,https://www.mtr.com.hk/en/corporate/tenders/Oct22.html
Q088956,Selective,Replacement of Overhead Line Inspection Vehicles 1069 & 1070 in AT&D,"CRM (Hong Kong) Trading LimitedRoom 601-02, 6/FNew East Ocean Centre9 Science Museum RoadTsim Sha Tsui, KowloonHong Kong",1 Job,"HK$16,000,000",21 Oct 2022,MTR_Tender_Oct22_table1.csv,2022,Oct22,https://www.mtr.com.hk/en/corporate/tenders/Oct22.html
Q090937,Open,Intelligent Site Supervision (iSuper 2.0) for New Railway Extension,"IsBIM Limited19/F, Nathan Commercial Building430 Nathan RoadYau Ma Tei, KowloonHong Kong",1 Job,Not Disclosed,12 Oct 2022,MTR_Tender_Oct22_table1.csv,2022,Oct22,https://www.mtr.com.hk/en/corporate/tenders/Oct22.html
T0969-22C,Selective,Term Contract for Concrete Structural Enhancement Works,"KFC-CRCC Joint VentureUnit 8, UG/FPhase II New Port Centre116 Ma Tau Kok RoadTo Kwa Wan, KowloonHong Kong",Not Applicable,Not Applicable,10 Oct 2022,MTR_Tender_Oct22_table1.csv,2022,Oct22,https://www.mtr.com.hk/en/corporate/tenders/Oct22.html
KH275-22E,Limited*,Low Frequency Code Transmission at Both Ends for Platform Track,"Beijing HollySys Co., Ltd.No. 2 Disheng Middle RoadBeijing Economic and Technological Development AreaP.R. China",1 Job,"HK$15,764,364.61",18 Aug 2022,MTR_Tender_Aug22_table1.csv,2022,Aug22,https://www.mtr.com.hk/en/corporate/tenders/Aug22.html
M1240-21E,Selective,Maintenance Services for Building Services at SCL-NSL,"REC Engineering Company LimitedUnit A-D, 15/FGoodman Kwai Chung Logistics Centre585-609 Castle Peak RoadKwai Chung, New TerritoriesHong Kong",Not Applicable,"HK$75,335,845",12 Aug 2022,MTR_Tender_Aug22_table1.csv,2022,Aug22,https://www.mtr.com.hk/en/corporate/tenders/Aug22.html
Q087421,Selective,Advertising Sales Agency Services for MTR Malls and Commercial Premises,"Asiaray Outdoor Media Limited16/F, Kornhill Plaza – Office Tower1 Kornhill RoadQuarry BayHong Kong",1 Job,"HK$185,500,000",12 Aug 2022,MTR_Tender_Aug22_table1.csv,2022,Aug22,https://www.mtr.com.hk/en/corporate/tenders/Aug22.html
Q088688,Selective,Fit Out Works for the Retail Centre of THE SOUTHSIDE,"Yearfull Contracting Limited17/F, SUP Tower75-83 King’s RoadNorth PointHong Kong",Not Applicable,"HK$516,798,040",26 Aug 2022,MTR_Tender_Aug22_table1.csv,2022,Aug22,https://www.mtr.com.hk/en/corporate/tenders/Aug22.html
Q089633,Selective,Provision of Advertising Agency Services for Branding and Marketing Communications,"Cheil Hong Kong Limited2/F, 299QRC299 Queen's Road CentralSheung WanHong Kong",2 Years,Not Disclosed,24 Aug 2022,MTR_Tender_Aug22_table1.csv,2022,Aug22,https://www.mtr.com.hk/en/corporate/tenders/Aug22.html
T0970-22C,Selective,Provision of Term Workers for Railway Interface Works in Lantau Extension Projects,"Hop Yuen Construction Company2/F, Hop Yuen Centre171 Queen's Road CentralHong Kong",Not Applicable,Not Disclosed,17 Aug 2022,MTR_Tender_Aug22_table1.csv,2022,Aug22,https://www.mtr.com.hk/en/corporate/tenders/Aug22.html
Q081578,Selective,Disposal / Sales of Phase 2 LRVs,"Yuen Hing Godown Co. Ltd.Flat C, 3/FChuen Fung House188-192 Johnston RoadWan ChaiHong Kong",1 Job,"HK$3,338,000",21 Jan 2022,MTR_Tender_Jan22_table1.csv,2022,Jan22,https://www.mtr.com.hk/en/corporate/tenders/Jan22.html
Q081848,Selective,Fit Out Works of Tai Wai Property Development Retail Centre,Pat Davie Joint VentureRoom 1205-06New Kowloon Plaza38 Tai Kok Tsui RoadKowloonHong Kong,1 Job,"HK$516,268,916",17 Jan 2022,MTR_Tender_Jan22_table1.csv,2022,Jan22,https://www.mtr.com.hk/en/corporate/tenders/Jan22.html
Q081852,Selective,Nominated Sub-Contract for Supply and Installation of Mechanical Ventilation & Air-Conditioning Systems for Tai Wai Property Development Retail Centre,"ATAL Engineering Limited13/F, Island Place Tower510 King’s RoadNorth PointHong Kong",1 Job,"HK$49,600,000",17 Jan 2022,MTR_Tender_Jan22_table1.csv,2022,Jan22,https://www.mtr.com.hk/en/corporate/tenders/Jan22.html
Q081853,Selective,Nominated Sub-Contract for Supply and Installation of Electrical & ELV Systems of Tai Wai Property Development Retail Centre,"ATAL Engineering Limited13/F, Island Place Tower510 King’s RoadNorth PointHong Kong",1 Job,"HK$176,500,000",17 Jan 2022,MTR_Tender_Jan22_table1.csv,2022,Jan22,https://www.mtr.com.hk/en/corporate/tenders/Jan22.html
